PM2.5,PM10,NO,NO2,NOx,NH3,CO,O3,AQI
'\'(38.63-57.925]\'','\'(93.81-117.26]\'','\'(10.338-15.497]\'','\'(29.434-39.242]\'','\'(19.998-29.997]\'','\'(5.786-11.562]\'','\'(0.522-1.044]\'','\'(10.858-21.706]\'',87
'\'(38.63-57.925]\'','\'(93.81-117.26]\'','\'(10.338-15.497]\'','\'(39.242-49.05]\'','\'(29.997-39.996]\'','\'(5.786-11.562]\'','\'(0.522-1.044]\'','\'(10.858-21.706]\'',97
'\'(38.63-57.925]\'','\'(93.81-117.26]\'','\'(10.338-15.497]\'','\'(39.242-49.05]\'','\'(29.997-39.996]\'','\'(5.786-11.562]\'','\'(0.522-1.044]\'','\'(10.858-21.706]\'',107
'\'(38.63-57.925]\'','\'(70.36-93.81]\'','\'(10.338-15.497]\'','\'(39.242-49.05]\'','\'(29.997-39.996]\'','\'(5.786-11.562]\'','\'(0.522-1.044]\'','\'(10.858-21.706]\'',96
'\'(38.63-57.925]\'','\'(117.26-140.71]\'','\'(15.497-20.656]\'','\'(39.242-49.05]\'','\'(29.997-39.996]\'','\'(5.786-11.562]\'','\'(0.522-1.044]\'','\'(10.858-21.706]\'',106
'\'(38.63-57.925]\'','\'(93.81-117.26]\'','\'(15.497-20.656]\'','\'(39.242-49.05]\'','\'(29.997-39.996]\'','\'(5.786-11.562]\'','\'(0.522-1.044]\'','\'(10.858-21.706]\'',118
'\'(38.63-57.925]\'','\'(117.26-140.71]\'','\'(10.338-15.497]\'','\'(29.434-39.242]\'','\'(19.998-29.997]\'','\'(5.786-11.562]\'','\'(0.522-1.044]\'','\'(21.706-32.554]\'',110
'\'(57.925-77.22]\'','\'(164.16-187.61]\'','\'(10.338-15.497]\'','\'(29.434-39.242]\'','\'(19.998-29.997]\'','\'(5.786-11.562]\'','\'(0.522-1.044]\'','\'(32.554-43.402]\'',141
'\'(38.63-57.925]\'','\'(117.26-140.71]\'','\'(5.179-10.338]\'','\'(29.434-39.242]\'','\'(19.998-29.997]\'','\'(5.786-11.562]\'','\'(0.522-1.044]\'','\'(10.858-21.706]\'',129
'\'(38.63-57.925]\'','\'(93.81-117.26]\'','\'(10.338-15.497]\'','\'(39.242-49.05]\'','\'(29.997-39.996]\'','\'(5.786-11.562]\'','\'(0.522-1.044]\'','\'(10.858-21.706]\'',105
'\'(38.63-57.925]\'','\'(93.81-117.26]\'','\'(5.179-10.338]\'','\'(29.434-39.242]\'','\'(19.998-29.997]\'','\'(5.786-11.562]\'','\'(0.522-1.044]\'','\'(10.858-21.706]\'',106
'\'(57.925-77.22]\'','\'(93.81-117.26]\'','\'(5.179-10.338]\'','\'(19.626-29.434]\'','\'(9.999-19.998]\'','\'(5.786-11.562]\'','\'(0.522-1.044]\'','\'(10.858-21.706]\'',121
'\'(57.925-77.22]\'','\'(117.26-140.71]\'','\'(10.338-15.497]\'','\'(39.242-49.05]\'','\'(29.997-39.996]\'','\'(5.786-11.562]\'','\'(1.044-1.566]\'','\'(10.858-21.706]\'',100
'\'(57.925-77.22]\'','\'(140.71-164.16]\'','\'(15.497-20.656]\'','\'(39.242-49.05]\'','\'(29.997-39.996]\'','\'(5.786-11.562]\'','\'(0.522-1.044]\'','\'(21.706-32.554]\'',138
'\'(57.925-77.22]\'','\'(187.61-211.06]\'','\'(10.338-15.497]\'','\'(49.05-58.858]\'','\'(29.997-39.996]\'','\'(5.786-11.562]\'','\'(0.522-1.044]\'','\'(21.706-32.554]\'',154
'\'(19.335-38.63]\'','\'(70.36-93.81]\'','\'(5.179-10.338]\'','\'(29.434-39.242]\'','\'(19.998-29.997]\'','\'(5.786-11.562]\'','\'(0.522-1.044]\'','\'(21.706-32.554]\'',96
'\'(38.63-57.925]\'','\'(93.81-117.26]\'','\'(10.338-15.497]\'','\'(39.242-49.05]\'','\'(29.997-39.996]\'','\'(5.786-11.562]\'','\'(0.522-1.044]\'','\'(21.706-32.554]\'',100
'\'(38.63-57.925]\'','\'(117.26-140.71]\'','\'(10.338-15.497]\'','\'(39.242-49.05]\'','\'(29.997-39.996]\'','\'(5.786-11.562]\'','\'(0.522-1.044]\'','\'(21.706-32.554]\'',119
'\'(57.925-77.22]\'','\'(93.81-117.26]\'','\'(15.497-20.656]\'','\'(49.05-58.858]\'','\'(39.996-49.995]\'','\'(11.562-17.338]\'','\'(1.044-1.566]\'','\'(10.858-21.706]\'',110
'\'(19.335-38.63]\'','\'(70.36-93.81]\'','\'(5.179-10.338]\'','\'(29.434-39.242]\'','\'(19.998-29.997]\'','\'(5.786-11.562]\'','\'(0.522-1.044]\'','\'(32.554-43.402]\'',102
'\'(19.335-38.63]\'','\'(70.36-93.81]\'','\'(5.179-10.338]\'','\'(29.434-39.242]\'','\'(19.998-29.997]\'','\'(5.786-11.562]\'','\'(0.522-1.044]\'','\'(32.554-43.402]\'',77
'\'(19.335-38.63]\'','\'(93.81-117.26]\'','\'(15.497-20.656]\'','\'(19.626-29.434]\'','\'(19.998-29.997]\'','\'(5.786-11.562]\'','\'(-inf-0.522]\'','\'(32.554-43.402]\'',114
'\'(19.335-38.63]\'','\'(70.36-93.81]\'','\'(15.497-20.656]\'','\'(19.626-29.434]\'','\'(19.998-29.997]\'','\'(5.786-11.562]\'','\'(-inf-0.522]\'','\'(10.858-21.706]\'',78
'\'(19.335-38.63]\'','\'(70.36-93.81]\'','\'(10.338-15.497]\'','\'(29.434-39.242]\'','\'(19.998-29.997]\'','\'(5.786-11.562]\'','\'(-inf-0.522]\'','\'(32.554-43.402]\'',86
'\'(19.335-38.63]\'','\'(93.81-117.26]\'','\'(15.497-20.656]\'','\'(29.434-39.242]\'','\'(29.997-39.996]\'','\'(5.786-11.562]\'','\'(0.522-1.044]\'','\'(21.706-32.554]\'',98
'\'(19.335-38.63]\'','\'(70.36-93.81]\'','\'(15.497-20.656]\'','\'(29.434-39.242]\'','\'(29.997-39.996]\'','\'(5.786-11.562]\'','\'(0.522-1.044]\'','\'(10.858-21.706]\'',99
'\'(-inf-19.335]\'','\'(46.91-70.36]\'','\'(10.338-15.497]\'','\'(19.626-29.434]\'','\'(19.998-29.997]\'','\'(11.562-17.338]\'','\'(-inf-0.522]\'','\'(10.858-21.706]\'',66
'\'(19.335-38.63]\'','\'(70.36-93.81]\'','\'(20.656-25.815]\'','\'(19.626-29.434]\'','\'(29.997-39.996]\'','\'(5.786-11.562]\'','\'(0.522-1.044]\'','\'(10.858-21.706]\'',70
'\'(38.63-57.925]\'','\'(117.26-140.71]\'','\'(15.497-20.656]\'','\'(19.626-29.434]\'','\'(29.997-39.996]\'','\'(5.786-11.562]\'','\'(-inf-0.522]\'','\'(32.554-43.402]\'',104
'\'(57.925-77.22]\'','\'(117.26-140.71]\'','\'(5.179-10.338]\'','\'(19.626-29.434]\'','\'(19.998-29.997]\'','\'(17.338-23.114]\'','\'(-inf-0.522]\'','\'(43.402-54.25]\'',157
'\'(57.925-77.22]\'','\'(117.26-140.71]\'','\'(10.338-15.497]\'','\'(29.434-39.242]\'','\'(19.998-29.997]\'','\'(46.218-51.994]\'','\'(-inf-0.522]\'','\'(43.402-54.25]\'',122
'\'(57.925-77.22]\'','\'(140.71-164.16]\'','\'(15.497-20.656]\'','\'(29.434-39.242]\'','\'(29.997-39.996]\'','\'(23.114-28.89]\'','\'(0.522-1.044]\'','\'(10.858-21.706]\'',117
'\'(38.63-57.925]\'','\'(140.71-164.16]\'','\'(20.656-25.815]\'','\'(39.242-49.05]\'','\'(39.996-49.995]\'','\'(23.114-28.89]\'','\'(0.522-1.044]\'','\'(10.858-21.706]\'',130
'\'(77.22-96.515]\'','\'(164.16-187.61]\'','\'(15.497-20.656]\'','\'(39.242-49.05]\'','\'(29.997-39.996]\'','\'(23.114-28.89]\'','\'(0.522-1.044]\'','\'(21.706-32.554]\'',149
'\'(57.925-77.22]\'','\'(140.71-164.16]\'','\'(5.179-10.338]\'','\'(29.434-39.242]\'','\'(19.998-29.997]\'','\'(17.338-23.114]\'','\'(0.522-1.044]\'','\'(32.554-43.402]\'',153
'\'(38.63-57.925]\'','\'(117.26-140.71]\'','\'(-inf-5.179]\'','\'(19.626-29.434]\'','\'(9.999-19.998]\'','\'(17.338-23.114]\'','\'(0.522-1.044]\'','\'(32.554-43.402]\'',107
'\'(38.63-57.925]\'','\'(117.26-140.71]\'','\'(-inf-5.179]\'','\'(29.434-39.242]\'','\'(19.998-29.997]\'','\'(11.562-17.338]\'','\'(0.522-1.044]\'','\'(32.554-43.402]\'',112
'\'(19.335-38.63]\'','\'(93.81-117.26]\'','\'(5.179-10.338]\'','\'(29.434-39.242]\'','\'(19.998-29.997]\'','\'(11.562-17.338]\'','\'(0.522-1.044]\'','\'(32.554-43.402]\'',112
'\'(38.63-57.925]\'','\'(117.26-140.71]\'','\'(10.338-15.497]\'','\'(58.858-68.666]\'','\'(39.996-49.995]\'','\'(11.562-17.338]\'','\'(0.522-1.044]\'','\'(21.706-32.554]\'',106
'\'(38.63-57.925]\'','\'(93.81-117.26]\'','\'(5.179-10.338]\'','\'(49.05-58.858]\'','\'(29.997-39.996]\'','\'(11.562-17.338]\'','\'(0.522-1.044]\'','\'(21.706-32.554]\'',115
'\'(57.925-77.22]\'','\'(117.26-140.71]\'','\'(5.179-10.338]\'','\'(29.434-39.242]\'','\'(19.998-29.997]\'','\'(11.562-17.338]\'','\'(0.522-1.044]\'','\'(43.402-54.25]\'',122
'\'(57.925-77.22]\'','\'(93.81-117.26]\'','\'(10.338-15.497]\'','\'(49.05-58.858]\'','\'(29.997-39.996]\'','\'(11.562-17.338]\'','\'(0.522-1.044]\'','\'(32.554-43.402]\'',114
'\'(38.63-57.925]\'','\'(93.81-117.26]\'','\'(15.497-20.656]\'','\'(49.05-58.858]\'','\'(39.996-49.995]\'','\'(11.562-17.338]\'','\'(0.522-1.044]\'','\'(32.554-43.402]\'',98
'\'(38.63-57.925]\'','\'(70.36-93.81]\'','\'(10.338-15.497]\'','\'(19.626-29.434]\'','\'(19.998-29.997]\'','\'(5.786-11.562]\'','\'(-inf-0.522]\'','\'(32.554-43.402]\'',98
'\'(38.63-57.925]\'','\'(70.36-93.81]\'','\'(5.179-10.338]\'','\'(29.434-39.242]\'','\'(19.998-29.997]\'','\'(11.562-17.338]\'','\'(0.522-1.044]\'','\'(43.402-54.25]\'',80
'\'(77.22-96.515]\'','\'(164.16-187.61]\'','\'(20.656-25.815]\'','\'(58.858-68.666]\'','\'(49.995-59.994]\'','\'(11.562-17.338]\'','\'(0.522-1.044]\'','\'(65.098-75.946]\'',144
'\'(135.105-154.4]\'','\'(187.61-211.06]\'','\'(5.179-10.338]\'','\'(49.05-58.858]\'','\'(29.997-39.996]\'','\'(11.562-17.338]\'','\'(0.522-1.044]\'','\'(65.098-75.946]\'',181
'\'(57.925-77.22]\'','\'(164.16-187.61]\'','\'(5.179-10.338]\'','\'(39.242-49.05]\'','\'(29.997-39.996]\'','\'(11.562-17.338]\'','\'(0.522-1.044]\'','\'(65.098-75.946]\'',168
'\'(96.515-115.81]\'','\'(211.06-inf)\'','\'(15.497-20.656]\'','\'(49.05-58.858]\'','\'(39.996-49.995]\'','\'(11.562-17.338]\'','\'(0.522-1.044]\'','\'(54.25-65.098]\'',199
'\'(77.22-96.515]\'','\'(211.06-inf)\'','\'(15.497-20.656]\'','\'(58.858-68.666]\'','\'(39.996-49.995]\'','\'(11.562-17.338]\'','\'(0.522-1.044]\'','\'(43.402-54.25]\'',228
'\'(77.22-96.515]\'','\'(187.61-211.06]\'','\'(25.815-30.974]\'','\'(58.858-68.666]\'','\'(49.995-59.994]\'','\'(11.562-17.338]\'','\'(0.522-1.044]\'','\'(54.25-65.098]\'',177
'\'(38.63-57.925]\'','\'(117.26-140.71]\'','\'(-inf-5.179]\'','\'(39.242-49.05]\'','\'(19.998-29.997]\'','\'(5.786-11.562]\'','\'(0.522-1.044]\'','\'(86.794-97.642]\'',152
'\'(57.925-77.22]\'','\'(187.61-211.06]\'','\'(10.338-15.497]\'','\'(49.05-58.858]\'','\'(39.996-49.995]\'','\'(5.786-11.562]\'','\'(0.522-1.044]\'','\'(75.946-86.794]\'',160
'\'(19.335-38.63]\'','\'(70.36-93.81]\'','\'(-inf-5.179]\'','\'(19.626-29.434]\'','\'(9.999-19.998]\'','\'(5.786-11.562]\'','\'(0.522-1.044]\'','\'(86.794-97.642]\'',118
'\'(19.335-38.63]\'','\'(70.36-93.81]\'','\'(-inf-5.179]\'','\'(19.626-29.434]\'','\'(9.999-19.998]\'','\'(5.786-11.562]\'','\'(0.522-1.044]\'','\'(65.098-75.946]\'',95
'\'(19.335-38.63]\'','\'(46.91-70.36]\'','\'(-inf-5.179]\'','\'(9.818-19.626]\'','\'(9.999-19.998]\'','\'(5.786-11.562]\'','\'(0.522-1.044]\'','\'(32.554-43.402]\'',63
'\'(-inf-19.335]\'','\'(23.46-46.91]\'','\'(-inf-5.179]\'','\'(9.818-19.626]\'','\'(9.999-19.998]\'','\'(5.786-11.562]\'','\'(0.522-1.044]\'','\'(32.554-43.402]\'',47
'\'(-inf-19.335]\'','\'(23.46-46.91]\'','\'(-inf-5.179]\'','\'(9.818-19.626]\'','\'(9.999-19.998]\'','\'(5.786-11.562]\'','\'(0.522-1.044]\'','\'(21.706-32.554]\'',44
'\'(-inf-19.335]\'','\'(23.46-46.91]\'','\'(-inf-5.179]\'','\'(9.818-19.626]\'','\'(9.999-19.998]\'','\'(5.786-11.562]\'','\'(0.522-1.044]\'','\'(21.706-32.554]\'',38
'\'(-inf-19.335]\'','\'(23.46-46.91]\'','\'(-inf-5.179]\'','\'(9.818-19.626]\'','\'(-inf-9.999]\'','\'(5.786-11.562]\'','\'(0.522-1.044]\'','\'(21.706-32.554]\'',40
'\'(-inf-19.335]\'','\'(23.46-46.91]\'','\'(5.179-10.338]\'','\'(9.818-19.626]\'','\'(9.999-19.998]\'','\'(5.786-11.562]\'','\'(0.522-1.044]\'','\'(21.706-32.554]\'',44
'\'(19.335-38.63]\'','\'(70.36-93.81]\'','\'(25.815-30.974]\'','\'(39.242-49.05]\'','\'(39.996-49.995]\'','\'(5.786-11.562]\'','\'(0.522-1.044]\'','\'(21.706-32.554]\'',74
'\'(96.515-115.81]\'','\'(140.71-164.16]\'','\'(25.815-30.974]\'','\'(39.242-49.05]\'','\'(39.996-49.995]\'','\'(5.786-11.562]\'','\'(0.522-1.044]\'','\'(32.554-43.402]\'',112
'\'(38.63-57.925]\'','\'(93.81-117.26]\'','\'(10.338-15.497]\'','\'(29.434-39.242]\'','\'(19.998-29.997]\'','\'(11.562-17.338]\'','\'(0.522-1.044]\'','\'(32.554-43.402]\'',142
'\'(57.925-77.22]\'','\'(140.71-164.16]\'','\'(10.338-15.497]\'','\'(29.434-39.242]\'','\'(19.998-29.997]\'','\'(11.562-17.338]\'','\'(0.522-1.044]\'','\'(43.402-54.25]\'',127
'\'(38.63-57.925]\'','\'(93.81-117.26]\'','\'(-inf-5.179]\'','\'(9.818-19.626]\'','\'(9.999-19.998]\'','\'(5.786-11.562]\'','\'(0.522-1.044]\'','\'(97.642-inf)\'',139
'\'(38.63-57.925]\'','\'(93.81-117.26]\'','\'(-inf-5.179]\'','\'(9.818-19.626]\'','\'(9.999-19.998]\'','\'(5.786-11.562]\'','\'(0.522-1.044]\'','\'(75.946-86.794]\'',103
'\'(38.63-57.925]\'','\'(117.26-140.71]\'','\'(5.179-10.338]\'','\'(19.626-29.434]\'','\'(9.999-19.998]\'','\'(5.786-11.562]\'','\'(0.522-1.044]\'','\'(54.25-65.098]\'',131
'\'(38.63-57.925]\'','\'(93.81-117.26]\'','\'(10.338-15.497]\'','\'(19.626-29.434]\'','\'(19.998-29.997]\'','\'(5.786-11.562]\'','\'(0.522-1.044]\'','\'(32.554-43.402]\'',107
'\'(38.63-57.925]\'','\'(70.36-93.81]\'','\'(-inf-5.179]\'','\'(9.818-19.626]\'','\'(9.999-19.998]\'','\'(5.786-11.562]\'','\'(0.522-1.044]\'','\'(54.25-65.098]\'',86
'\'(38.63-57.925]\'','\'(93.81-117.26]\'','\'(-inf-5.179]\'','\'(9.818-19.626]\'','\'(9.999-19.998]\'','\'(5.786-11.562]\'','\'(0.522-1.044]\'','\'(54.25-65.098]\'',96
'\'(57.925-77.22]\'','\'(117.26-140.71]\'','\'(15.497-20.656]\'','\'(19.626-29.434]\'','\'(29.997-39.996]\'','\'(23.114-28.89]\'','\'(2.088-2.61]\'','\'(32.554-43.402]\'',?
'\'(57.925-77.22]\'','\'(117.26-140.71]\'','\'(15.497-20.656]\'','\'(19.626-29.434]\'','\'(29.997-39.996]\'','\'(23.114-28.89]\'','\'(2.088-2.61]\'','\'(32.554-43.402]\'',?
'\'(57.925-77.22]\'','\'(117.26-140.71]\'','\'(15.497-20.656]\'','\'(19.626-29.434]\'','\'(29.997-39.996]\'','\'(23.114-28.89]\'','\'(2.088-2.61]\'','\'(32.554-43.402]\'',?
'\'(57.925-77.22]\'','\'(117.26-140.71]\'','\'(15.497-20.656]\'','\'(19.626-29.434]\'','\'(29.997-39.996]\'','\'(23.114-28.89]\'','\'(2.088-2.61]\'','\'(32.554-43.402]\'',?
'\'(57.925-77.22]\'','\'(117.26-140.71]\'','\'(15.497-20.656]\'','\'(19.626-29.434]\'','\'(29.997-39.996]\'','\'(23.114-28.89]\'','\'(2.088-2.61]\'','\'(32.554-43.402]\'',?
'\'(57.925-77.22]\'','\'(117.26-140.71]\'','\'(15.497-20.656]\'','\'(19.626-29.434]\'','\'(29.997-39.996]\'','\'(23.114-28.89]\'','\'(2.088-2.61]\'','\'(32.554-43.402]\'',?
'\'(57.925-77.22]\'','\'(117.26-140.71]\'','\'(15.497-20.656]\'','\'(19.626-29.434]\'','\'(29.997-39.996]\'','\'(23.114-28.89]\'','\'(2.088-2.61]\'','\'(32.554-43.402]\'',?
'\'(57.925-77.22]\'','\'(117.26-140.71]\'','\'(15.497-20.656]\'','\'(19.626-29.434]\'','\'(29.997-39.996]\'','\'(23.114-28.89]\'','\'(2.088-2.61]\'','\'(32.554-43.402]\'',?
'\'(57.925-77.22]\'','\'(117.26-140.71]\'','\'(15.497-20.656]\'','\'(19.626-29.434]\'','\'(29.997-39.996]\'','\'(23.114-28.89]\'','\'(2.088-2.61]\'','\'(32.554-43.402]\'',?
'\'(38.63-57.925]\'','\'(93.81-117.26]\'','\'(-inf-5.179]\'','\'(29.434-39.242]\'','\'(19.998-29.997]\'','\'(11.562-17.338]\'','\'(0.522-1.044]\'','\'(86.794-97.642]\'',?
'\'(57.925-77.22]\'','\'(117.26-140.71]\'','\'(5.179-10.338]\'','\'(29.434-39.242]\'','\'(19.998-29.997]\'','\'(11.562-17.338]\'','\'(0.522-1.044]\'','\'(75.946-86.794]\'',112
'\'(57.925-77.22]\'','\'(117.26-140.71]\'','\'(15.497-20.656]\'','\'(19.626-29.434]\'','\'(29.997-39.996]\'','\'(23.114-28.89]\'','\'(2.088-2.61]\'','\'(32.554-43.402]\'',?
'\'(57.925-77.22]\'','\'(117.26-140.71]\'','\'(15.497-20.656]\'','\'(19.626-29.434]\'','\'(29.997-39.996]\'','\'(23.114-28.89]\'','\'(2.088-2.61]\'','\'(32.554-43.402]\'',?
'\'(57.925-77.22]\'','\'(117.26-140.71]\'','\'(-inf-5.179]\'','\'(19.626-29.434]\'','\'(9.999-19.998]\'','\'(5.786-11.562]\'','\'(0.522-1.044]\'','\'(86.794-97.642]\'',176
'\'(77.22-96.515]\'','\'(117.26-140.71]\'','\'(-inf-5.179]\'','\'(19.626-29.434]\'','\'(9.999-19.998]\'','\'(11.562-17.338]\'','\'(0.522-1.044]\'','\'(75.946-86.794]\'',160
'\'(77.22-96.515]\'','\'(140.71-164.16]\'','\'(-inf-5.179]\'','\'(19.626-29.434]\'','\'(9.999-19.998]\'','\'(11.562-17.338]\'','\'(0.522-1.044]\'','\'(97.642-inf)\'',145
'\'(77.22-96.515]\'','\'(164.16-187.61]\'','\'(-inf-5.179]\'','\'(9.818-19.626]\'','\'(9.999-19.998]\'','\'(11.562-17.338]\'','\'(0.522-1.044]\'','\'(86.794-97.642]\'',171
'\'(38.63-57.925]\'','\'(93.81-117.26]\'','\'(-inf-5.179]\'','\'(19.626-29.434]\'','\'(9.999-19.998]\'','\'(5.786-11.562]\'','\'(0.522-1.044]\'','\'(43.402-54.25]\'',130
'\'(19.335-38.63]\'','\'(23.46-46.91]\'','\'(-inf-5.179]\'','\'(9.818-19.626]\'','\'(9.999-19.998]\'','\'(5.786-11.562]\'','\'(0.522-1.044]\'','\'(43.402-54.25]\'',79
'\'(-inf-19.335]\'','\'(23.46-46.91]\'','\'(10.338-15.497]\'','\'(29.434-39.242]\'','\'(19.998-29.997]\'','\'(5.786-11.562]\'','\'(0.522-1.044]\'','\'(10.858-21.706]\'',61
'\'(-inf-19.335]\'','\'(23.46-46.91]\'','\'(-inf-5.179]\'','\'(19.626-29.434]\'','\'(9.999-19.998]\'','\'(5.786-11.562]\'','\'(-inf-0.522]\'','\'(32.554-43.402]\'',49
'\'(19.335-38.63]\'','\'(23.46-46.91]\'','\'(5.179-10.338]\'','\'(19.626-29.434]\'','\'(9.999-19.998]\'','\'(5.786-11.562]\'','\'(2.088-2.61]\'','\'(43.402-54.25]\'',53
'\'(38.63-57.925]\'','\'(70.36-93.81]\'','\'(-inf-5.179]\'','\'(19.626-29.434]\'','\'(9.999-19.998]\'','\'(5.786-11.562]\'','\'(2.088-2.61]\'','\'(65.098-75.946]\'',75
'\'(57.925-77.22]\'','\'(93.81-117.26]\'','\'(-inf-5.179]\'','\'(19.626-29.434]\'','\'(9.999-19.998]\'','\'(11.562-17.338]\'','\'(0.522-1.044]\'','\'(75.946-86.794]\'',91
'\'(77.22-96.515]\'','\'(117.26-140.71]\'','\'(-inf-5.179]\'','\'(29.434-39.242]\'','\'(19.998-29.997]\'','\'(11.562-17.338]\'','\'(0.522-1.044]\'','\'(97.642-inf)\'',158
'\'(77.22-96.515]\'','\'(140.71-164.16]\'','\'(5.179-10.338]\'','\'(39.242-49.05]\'','\'(29.997-39.996]\'','\'(11.562-17.338]\'','\'(0.522-1.044]\'','\'(97.642-inf)\'',198
'\'(77.22-96.515]\'','\'(117.26-140.71]\'','\'(-inf-5.179]\'','\'(39.242-49.05]\'','\'(19.998-29.997]\'','\'(11.562-17.338]\'','\'(0.522-1.044]\'','\'(97.642-inf)\'',220
'\'(57.925-77.22]\'','\'(93.81-117.26]\'','\'(-inf-5.179]\'','\'(19.626-29.434]\'','\'(9.999-19.998]\'','\'(11.562-17.338]\'','\'(-inf-0.522]\'','\'(97.642-inf)\'',152
'\'(57.925-77.22]\'','\'(140.71-164.16]\'','\'(20.656-25.815]\'','\'(78.474-88.282]\'','\'(59.994-69.993]\'','\'(5.786-11.562]\'','\'(1.044-1.566]\'','\'(75.946-86.794]\'',?
'\'(115.81-135.105]\'','\'(187.61-211.06]\'','\'(10.338-15.497]\'','\'(68.666-78.474]\'','\'(39.996-49.995]\'','\'(11.562-17.338]\'','\'(1.044-1.566]\'','\'(97.642-inf)\'',304
'\'(96.515-115.81]\'','\'(187.61-211.06]\'','\'(15.497-20.656]\'','\'(49.05-58.858]\'','\'(39.996-49.995]\'','\'(11.562-17.338]\'','\'(0.522-1.044]\'','\'(86.794-97.642]\'',291
'\'(115.81-135.105]\'','\'(187.61-211.06]\'','\'(10.338-15.497]\'','\'(49.05-58.858]\'','\'(39.996-49.995]\'','\'(11.562-17.338]\'','\'(0.522-1.044]\'','\'(86.794-97.642]\'',280
'\'(115.81-135.105]\'','\'(211.06-inf)\'','\'(25.815-30.974]\'','\'(68.666-78.474]\'','\'(59.994-69.993]\'','\'(5.786-11.562]\'','\'(1.044-1.566]\'','\'(97.642-inf)\'',305
'\'(115.81-135.105]\'','\'(117.26-140.71]\'','\'(30.974-36.133]\'','\'(68.666-78.474]\'','\'(59.994-69.993]\'','\'(11.562-17.338]\'','\'(1.044-1.566]\'','\'(21.706-32.554]\'',302
'\'(96.515-115.81]\'','\'(211.06-inf)\'','\'(30.974-36.133]\'','\'(39.242-49.05]\'','\'(49.995-59.994]\'','\'(11.562-17.338]\'','\'(1.044-1.566]\'','\'(21.706-32.554]\'',281
'\'(38.63-57.925]\'','\'(46.91-70.36]\'','\'(10.338-15.497]\'','\'(19.626-29.434]\'','\'(19.998-29.997]\'','\'(11.562-17.338]\'','\'(0.522-1.044]\'','\'(21.706-32.554]\'',113
'\'(77.22-96.515]\'','\'(117.26-140.71]\'','\'(-inf-5.179]\'','\'(9.818-19.626]\'','\'(9.999-19.998]\'','\'(17.338-23.114]\'','\'(0.522-1.044]\'','\'(65.098-75.946]\'',101
'\'(77.22-96.515]\'','\'(117.26-140.71]\'','\'(5.179-10.338]\'','\'(39.242-49.05]\'','\'(19.998-29.997]\'','\'(11.562-17.338]\'','\'(0.522-1.044]\'','\'(43.402-54.25]\'',196
'\'(77.22-96.515]\'','\'(117.26-140.71]\'','\'(5.179-10.338]\'','\'(39.242-49.05]\'','\'(19.998-29.997]\'','\'(11.562-17.338]\'','\'(0.522-1.044]\'','\'(54.25-65.098]\'',172
'\'(57.925-77.22]\'','\'(117.26-140.71]\'','\'(-inf-5.179]\'','\'(29.434-39.242]\'','\'(19.998-29.997]\'','\'(11.562-17.338]\'','\'(0.522-1.044]\'','\'(75.946-86.794]\'',160
'\'(38.63-57.925]\'','\'(93.81-117.26]\'','\'(-inf-5.179]\'','\'(29.434-39.242]\'','\'(19.998-29.997]\'','\'(5.786-11.562]\'','\'(0.522-1.044]\'','\'(86.794-97.642]\'',117
'\'(38.63-57.925]\'','\'(93.81-117.26]\'','\'(10.338-15.497]\'','\'(49.05-58.858]\'','\'(29.997-39.996]\'','\'(5.786-11.562]\'','\'(0.522-1.044]\'','\'(75.946-86.794]\'',116
'\'(96.515-115.81]\'','\'(211.06-inf)\'','\'(36.133-41.292]\'','\'(68.666-78.474]\'','\'(59.994-69.993]\'','\'(11.562-17.338]\'','\'(1.044-1.566]\'','\'(43.402-54.25]\'',205
'\'(57.925-77.22]\'','\'(140.71-164.16]\'','\'(5.179-10.338]\'','\'(39.242-49.05]\'','\'(19.998-29.997]\'','\'(11.562-17.338]\'','\'(0.522-1.044]\'','\'(75.946-86.794]\'',147
'\'(96.515-115.81]\'','\'(211.06-inf)\'','\'(41.292-46.451]\'','\'(58.858-68.666]\'','\'(59.994-69.993]\'','\'(17.338-23.114]\'','\'(1.044-1.566]\'','\'(21.706-32.554]\'',277
'\'(57.925-77.22]\'','\'(140.71-164.16]\'','\'(10.338-15.497]\'','\'(39.242-49.05]\'','\'(29.997-39.996]\'','\'(17.338-23.114]\'','\'(0.522-1.044]\'','\'(21.706-32.554]\'',165
'\'(57.925-77.22]\'','\'(117.26-140.71]\'','\'(-inf-5.179]\'','\'(29.434-39.242]\'','\'(19.998-29.997]\'','\'(11.562-17.338]\'','\'(0.522-1.044]\'','\'(32.554-43.402]\'',147
'\'(57.925-77.22]\'','\'(117.26-140.71]\'','\'(-inf-5.179]\'','\'(19.626-29.434]\'','\'(9.999-19.998]\'','\'(11.562-17.338]\'','\'(0.522-1.044]\'','\'(65.098-75.946]\'',126
'\'(38.63-57.925]\'','\'(117.26-140.71]\'','\'(-inf-5.179]\'','\'(29.434-39.242]\'','\'(19.998-29.997]\'','\'(5.786-11.562]\'','\'(0.522-1.044]\'','\'(65.098-75.946]\'',114
'\'(57.925-77.22]\'','\'(117.26-140.71]\'','\'(-inf-5.179]\'','\'(29.434-39.242]\'','\'(19.998-29.997]\'','\'(5.786-11.562]\'','\'(0.522-1.044]\'','\'(86.794-97.642]\'',122
